,Unnamed: 0.1,Unnamed: 0,commit_id,tcmt,bugcount,fixcount,author_date,la,ld,nf,nd,ns,ent,app,rtime,self,hcmt,nrev,revd,nuc,ndev,age,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr
573,573,573.0,2b77e44e5282269a669f3c8cbe26335544089f5e,0,0,0,1443642919,1,1,1,1,1,2.0,2,0,False,2,2,True,3,1,417,151,154.0,305,147.5,154.0,301.5,2494,2183,4677,2641.5,4677,7318.5
574,574,574.0,e43ad88d62b53fafb9ca0902010083cb31c310f1,0,0,0,1443727988,5,5,2,2,1,5.0,0,0,False,0,0,True,8,2,17356,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
575,575,575.0,005b37bcb54fe776ae0a746867607d28e1402963,0,0,0,1443710632,402,4,6,6,2,67.66666666666667,0,0,False,0,0,True,18,1,11315,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
576,576,576.0,4e5dc86d2d5fa7560313f08f1d59f5e3f7856023,0,0,0,1443526517,524,7,0,0,0,0.0,0,0,False,0,0,True,0,0,61776,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
577,577,577.0,faf0f514871e1b42380e0065e3a3d4839367a4dd,0,0,0,1443473649,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,33356,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
578,578,578.0,63396ef647dd23260de4436d79846d8de18794ae,0,0,0,1443641911,83,41,0,0,0,0.0,0,0,False,0,0,True,0,0,7129,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
579,579,579.0,aef984b9ed821af541bca972d085ec2d272344fb,0,0,0,1443630957,2,2,1,1,1,4.0,0,0,False,0,1,True,7,1,70908,151,,151,147.5,0.0,147.5,2494,0,2494,2641.5,2494,5135.5
580,580,580.0,d6c9d7b72828aceefbcdd3dc4e93c6189b87434b,0,4,0,1443565040,83,41,7,5,2,17.714285714285715,3,0,False,3,1,True,33,1,16658,151,225.0,376,147.5,225.0,372.5,2494,2622,5116,2641.5,5116,7757.5
581,581,581.0,e874bf1df3ee4a0102a80282026d5fb0c0c467cb,0,0,0,1443634782,1,0,0,0,0,0.0,0,0,False,0,0,True,0,0,16273,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
582,582,582.0,794d33e0b2d94154a5bb56479d67c1a1e5f3ed86,0,0,0,1443634349,3,4,0,0,0,0.0,0,0,False,0,0,True,0,0,36072,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
583,583,583.0,016e8f19ae0912ae74708f85724a16ab03b4811b,0,0,0,1443618509,1,0,1,1,1,1.0,0,0,False,0,1,True,4,2,58460,132,,132,132.0,0.0,132.0,872,0,872,1004.0,872,1876.0
584,584,584.0,f72e1e612d1b033f0dfa0bccff69c1426aa03e32,0,0,0,1443634322,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,30897,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
585,585,585.0,7d4ef2d1a648d5b2bd156fdbf169465f48886ac4,0,0,0,1443511877,2,2,1,1,1,4.0,0,0,False,0,0,True,3,3,1215,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
586,586,586.0,e7fe483fb68650080161703b0f928cb6b30967ae,0,0,0,1443634307,8,5,0,0,0,0.0,0,0,False,0,0,True,0,0,74258,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
587,587,587.0,3755af4354285b57aeb6bb5253140233ab1f3337,0,0,0,1443603425,1,1,1,1,1,2.0,1,0,False,1,1,True,375,43,43376,2,36.0,38,2.0,36.0,38.0,2,473,475,4.0,475,479.0
588,588,588.0,fb47f7a3b923ff8e741a7b81ad6134395ad995c4,0,0,0,1443626887,8,5,4,3,1,3.25,0,0,False,0,1,True,16,2,66838,117,,117,114.5,0.0,114.5,547,0,547,661.5,547,1208.5
589,589,589.0,5a59b9a877d7e6c821aeb19ec9761cb6bb2bb0c3,0,0,0,1443526412,524,7,9,5,1,59.0,0,0,False,0,0,True,56,2,20818,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
590,590,590.0,2ed8d126dcba24f8e0034b47bd63410d4eab0ded,0,0,0,1443464741,964,8,0,0,0,0.0,0,0,False,0,0,True,0,0,6337,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
591,591,591.0,2372dd12b322d35982e7d0106b7d17cabe324cac,0,0,0,1443073594,25,8,0,0,0,0.0,0,0,False,0,0,True,0,0,8985,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
592,592,592.0,f1a5f55a57fc32a9122c2f24302cbb8144b882e3,0,0,0,1443510662,1,2,1,1,1,3.0,0,0,False,0,2,True,7,5,37013,6,,6,6.0,0.0,6.0,6,0,6,12.0,6,18.0
593,593,593.0,0c68aa0ebef3682e9ded4b473e24463b3e31af07,0,0,0,1443157595,118,118,116,116,41,2.034482758620689,0,0,False,0,0,True,4154,2,7743,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
594,594,594.0,c836a22509325294e50efd6b192777681d98e569,0,0,0,1443473618,29,74,0,0,0,0.0,0,0,False,0,0,True,0,0,56823,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
595,595,595.0,80e60e7fc9c695a2e68c42e29699165b6d1c6fc2,0,0,0,1443181093,1,1,1,1,1,2.0,0,0,False,0,1,True,375,43,23498,17,,17,16.0,0.0,16.0,29,0,29,45.0,29,74.0
596,596,596.0,6c51375cb6c83098ba115662b804961cec570d63,0,0,0,1443457956,21,58,2,2,1,39.5,0,0,False,0,0,True,23,1,52,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
597,597,597.0,cbc93c14a54aabb085fad6a292bac95a732b82ad,0,0,0,1443112804,0,5,1,1,1,5.0,0,0,False,0,0,True,8,2,5792,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
598,598,598.0,959c6fc756c9a945a59f502eaf072600d4d074d0,0,2,0,1443457904,3,9,2,2,1,6.0,0,0,False,0,0,True,9,1,149,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
599,599,599.0,e9135f712c49a8a49e3a907c69720baf8eee1d46,0,2,0,1443457755,2,1,1,1,1,3.0,0,0,False,0,0,True,7,1,54,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
600,600,600.0,4f841ed6d5571f61cfbd2d243d063f6db49599b5,0,0,0,1443457701,3,6,1,1,1,9.0,0,0,False,0,4,True,7,1,40906,151,,151,147.5,0.0,147.5,2494,0,2494,2641.5,2494,5135.5
601,601,601.0,ad018869c3c4f66965e1f9b529728026c7eb6f01,0,0,0,1443440421,89,0,2,1,1,44.5,4,0,False,7,2,True,4,2,23626,148,1077.0,1225,148.0,1077.0,1225.0,213,7736,7949,361.0,7949,8310.0
602,602,602.0,a39a1872b01d90e0e92866c5de6c947e3829dcde,0,0,0,1443014047,9,0,1,1,1,9.0,1,0,False,3,3,True,6,2,35547,3,915.0,918,3.0,915.0,918.0,9,6030,6039,12.0,6039,6051.0
603,603,603.0,bea37d5981c9aa1d13ac7344240f4811d3a899d9,0,0,0,1442892100,3,2,0,0,0,0.0,0,0,False,0,0,True,0,0,1572,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
604,604,604.0,8e8c168709dc8e2f8906782620646d26eca03eb9,0,0,0,1443149852,118,118,116,116,41,2.034482758620689,0,0,False,0,0,True,4154,2,123,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
605,605,605.0,39a1f83af5f67c83a3eef6f40a021c25eea3c6a1,0,0,0,1443149729,0,12,0,0,0,0.0,0,0,False,0,0,True,0,0,5083,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
606,606,606.0,e58089de00376f4108c05f31b6243940270e2dd7,0,0,0,1443146762,1583,28,0,0,0,0.0,0,0,False,0,0,True,0,0,13844,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
607,607,607.0,a8b4c50992801f706bc278605b031ac3f11ffa4d,0,0,0,1443144646,0,12,4,2,1,3.0,0,0,False,0,1,True,11,2,4106,471,,471,470.5,0.0,470.5,862,0,862,1332.5,862,2194.5
608,608,608.0,77dde3773b83c229ed7494f670098a2088c0f23e,0,0,0,1443146630,764,742,0,0,0,0.0,0,0,False,0,0,True,0,0,49664,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
609,609,609.0,d3b915bfd95068e8b716a28d731a600641f134c0,0,0,0,1443046518,1583,28,22,9,2,73.22727272727273,2,0,False,3,1,True,76,2,78778,117,1049.0,1166,114.5,1049.0,1163.5,547,7101,7648,661.5,7648,8309.5
610,610,610.0,e3543536e7e6a045307b8fec1b2f9e8ce824baff,0,0,0,1443140540,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,10461,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
611,611,611.0,1c2f64fc5139fef40d023b4e9f30e5b24a2789c1,0,0,0,1443096966,764,742,58,4,1,25.96551724137931,0,0,False,0,1,True,138,2,23372,10,,10,10.0,0.0,10.0,111,0,111,121.0,111,232.0
612,612,612.0,0694d3c3fff19f3352aa7eda9e28ca8aaad9ece1,0,0,0,1443132578,1,1,1,1,1,2.0,1,0,False,1,1,True,375,43,2499,397,915.0,1312,396.0,915.0,1311.0,524,6030,6554,920.0,6554,7474.0
613,613,613.0,70991942dac7670a33845844da0154d03c9f896f,0,0,0,1443130079,15,11,0,0,0,0.0,0,0,False,0,0,True,0,0,42489,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
614,614,614.0,a8f27f5f8d431eb5b67ee91b0e987308264a81d3,0,0,0,1443129972,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,31296,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
615,615,615.0,3f8cd07299537245749ad719492358483df44447,0,0,0,1443087590,15,11,2,1,1,13.0,2,0,False,3,1,True,6,1,13996,129,956.0,1085,115.5,956.0,1071.5,1140,6496,7636,1255.5,7636,8891.5
616,616,616.0,883baf0c6964fc73eea680ff3ec7237b8efcced3,0,0,0,1443129951,8,5,0,0,0,0.0,0,0,False,0,0,True,0,0,50809,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
617,617,617.0,2342c94f086c480296ca91e1998e62903812850d,0,0,0,1443098676,1,1,1,1,1,2.0,1,0,False,1,1,True,3,1,25082,471,915.0,1386,470.5,915.0,1385.5,862,6030,6892,1332.5,6892,8224.5
618,618,618.0,171e8c4123a9dbeca6c43e752a2c814ba2752bb3,0,0,0,1443129935,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,10729,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
619,619,619.0,84a21b5a2aa4056435e5226850ca371a48f2b46e,0,0,0,1443079142,8,5,1,1,1,13.0,1,0,False,3,1,True,7,2,30530,471,915.0,1386,470.5,915.0,1385.5,862,6030,6892,1332.5,6892,8224.5
620,620,620.0,95982d5e0b2b0a872b41c93f6b162ca1dd57d55e,0,0,0,1443129405,11,13,0,0,0,0.0,0,0,False,0,0,True,0,0,170,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
621,621,621.0,105151590929f09d5ef8b8cdae64be60645d3aa8,0,0,0,1443119206,1,1,1,1,1,2.0,0,0,False,0,1,True,11,2,45612,117,,117,114.5,0.0,114.5,547,0,547,661.5,547,1208.5
622,622,622.0,7d5ed9317d79123a5fc3495b37ab4a2c9499bd5f,0,0,0,1443129394,11,13,1,1,1,24.0,0,0,False,0,1,True,3,3,159,416,,416,416.0,0.0,416.0,77,0,77,493.0,77,570.0
623,623,623.0,d07b273d10719c93307c24dcaf5d7561b0becbb0,0,0,0,1443129235,13,11,0,0,0,0.0,0,0,False,0,0,True,0,0,28872,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
624,624,624.0,8474908147c962a16b81838ad9afabe0f43e62c5,0,0,0,1443128944,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,55350,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
625,625,625.0,8390a37f9b146f294c4025e9594a4306e46f2f86,0,0,0,1443100363,13,11,1,1,1,24.0,1,0,False,1,1,True,3,3,26769,132,96.0,228,132.0,96.0,228.0,872,974,1846,1004.0,1846,2850.0
626,626,626.0,491093cd090a95181a916921227357790195a434,0,0,0,1442332492,1,1,1,1,1,2.0,0,0,False,0,1,True,375,43,36498,129,,129,115.5,0.0,115.5,1140,0,1140,1255.5,1140,2395.5
627,627,627.0,1caf946544605871fdc09fdb629830ba9269c757,0,0,0,1443107012,16211,3744,0,0,0,0.0,0,0,False,0,0,True,0,0,71645,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
628,628,628.0,38f895715fa28fe1049aadf0a5a6b87572e41f28,0,0,0,1441220967,19,0,1,1,1,19.0,0,0,False,0,0,True,6,5,840,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
629,629,629.0,94b2726c64ed4932a3bbf8c2acad9eb57f6feadb,0,0,0,1443048612,507,82,0,0,0,0.0,0,0,False,0,0,True,0,0,9005,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
630,630,630.0,3e73a1d028e5bf0484c366150bab67037b7e33ec,0,0,0,1443073571,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,24959,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
631,631,631.0,4fdbca9952297233721a300c6ed779ebcd026752,0,6,0,1443064609,25,8,3,2,1,11.0,1,0,False,1,1,True,30,2,15997,471,915.0,1386,470.5,915.0,1385.5,862,6030,6892,1332.5,6892,8224.5
632,632,632.0,738e21e0e1a1bb9e39da5fa1167b461b437f632a,0,0,0,1443066131,1,1,1,1,1,2.0,0,0,False,0,1,True,15,5,17519,471,,471,470.5,0.0,470.5,862,0,862,1332.5,862,2194.5
633,633,633.0,a76b793e507b6a24537221ce9abdd060137d21a4,0,0,0,1443020186,19,18,4,1,1,9.25,0,0,False,0,0,True,9,2,196,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
634,634,634.0,0e47c25a7d3b4e8219c34cff1a7fd12e064f817b,0,0,14,1443039607,18,19,0,0,0,0.0,0,0,False,0,0,True,0,0,5946,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
635,635,635.0,525414f65af793256fa5d01b656e2a2fee850b71,0,4,0,1443019990,20,26,3,1,1,15.333333333333334,0,0,False,0,0,True,23,3,151,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
636,636,636.0,4c8ed7eca7861f44bc6171c7d4fdf3c499550fc1,0,2,0,1443019839,468,38,25,10,2,20.24,1,0,False,1,3,True,238,3,30540,151,915.0,1066,147.5,915.0,1062.5,2494,6030,8524,2641.5,8524,11165.5
637,637,637.0,15ce1483a9e6bf9e3eb50b680cd6d937c23aa45f,0,0,0,1442470899,118,118,116,116,41,2.034482758620689,0,0,False,0,0,True,4154,2,11717,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
638,638,638.0,74953ee08d2a6303f0de6cf04f680748b6476560,0,0,8,1443038941,45,22,0,0,0,0.0,0,0,False,0,0,True,0,0,1235,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
639,639,639.0,1e6245d8f305646af4349e11ad2e4a7108dca874,0,0,0,1442428861,18,19,1,1,1,37.0,1,0,False,1,1,True,7,1,63532,151,134.0,285,147.5,134.0,281.5,2494,1071,3565,2641.5,3565,6206.5
640,640,640.0,c474369613c68c858b31834e2597b90954826949,0,0,0,1443038655,163,0,0,0,0,0.0,0,0,False,0,0,True,0,0,46753,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
641,641,641.0,a7dc176f16bcd61cfe8b6a8befc63edd78340d6c,0,0,0,1442864906,45,22,5,3,1,13.4,3,0,False,4,1,True,21,1,7375,8,1014.0,1022,8.0,1014.0,1022.0,65,7011,7076,73.0,7076,7149.0
642,642,642.0,c52b9da348dbda224a0d1b09bc1cead22fa0b3ba,0,0,0,1443038625,6,4,0,0,0,0.0,0,0,False,0,0,True,0,0,34814,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
643,643,643.0,37979a9036006cd63f96d4e6a255c49e3fe51a62,0,0,0,1442991902,163,0,8,2,1,20.375,0,0,False,0,1,True,10,3,21773,471,,471,470.5,0.0,470.5,862,0,862,1332.5,862,2194.5
644,644,644.0,7aac00375ada527f2b6c7ee60e0b4e6c69050118,0,0,0,1443037010,218,37,0,0,0,0.0,0,0,False,0,0,True,0,0,18806,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
645,645,645.0,8c3680a316585b462638de3f031affc527f5c723,0,0,0,1443003811,1,1,1,1,1,2.0,0,0,False,0,0,True,1,1,1065,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
646,646,646.0,20c961938f855ab3807fa421e65f035f263ab849,0,0,0,1443035249,111,56,0,0,0,0.0,0,0,False,0,0,True,0,0,55298,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
647,647,647.0,5b470a7e824336d0b3cb5f5dba18f6a254c7dae0,0,0,0,1442931804,218,37,11,8,3,23.181818181818183,4,0,False,10,1,True,101,2,86252,129,1186.0,1315,115.5,1186.0,1301.5,1140,8541,9681,1255.5,9681,10936.5
648,648,648.0,1819dfbb341d75b4d94928b53262bfb2c81e80c2,0,0,0,1443035144,0,4,0,0,0,0.0,0,0,False,0,0,True,0,0,20769,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
649,649,649.0,7ebbd6f5fcde2a4d51d39c06684faf27e6e2a6ac,0,0,0,1442979951,111,56,1,1,1,167.0,1,0,False,1,1,True,20,3,9822,471,915.0,1386,470.5,915.0,1385.5,862,6030,6892,1332.5,6892,8224.5
650,650,650.0,0b9de8690b048980f73406c75cf6849bad7c33d0,0,0,0,1443033724,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,44840,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
651,651,651.0,1e044672e01575fc1f61318eab0d715fef8f0d37,0,0,0,1442063975,0,4,1,1,1,4.0,4,0,False,12,1,True,4,1,34739,151,353.0,504,147.5,353.0,500.5,2494,3778,6272,2641.5,6272,8913.5
652,652,652.0,011c2f3f86cbffaf72df36c5801ef86b1c7a1e6f,0,0,0,1443002746,5,3,1,1,1,8.0,0,0,False,0,2,True,2,2,55422,2,,2,2.0,0.0,2.0,2,0,2,4.0,2,6.0
653,653,653.0,bb733c26bfb4055bf2dfa6930c3838a070f045a3,0,0,0,1443033712,634,11,0,0,0,0.0,0,0,False,0,0,True,0,0,54449,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
654,654,654.0,e753126808411b3f5c59cf17f7f3fc1e72a30c23,0,0,0,1442988884,1,1,1,1,1,2.0,0,0,False,0,1,True,375,43,9621,17,,17,16.0,0.0,16.0,29,0,29,45.0,29,74.0
655,655,655.0,bea303ac60d574586a7e3742c7cbfa42c9c4897c,0,0,0,1442963232,0,98,1,1,1,98.0,0,0,False,0,0,True,2,1,1451,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
656,656,656.0,82866d3ddd494779dc8c8f674fcaaf7c446d950b,0,0,0,1442979263,98,11,0,0,0,0.0,0,0,False,0,0,True,0,0,16079,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
657,657,657.0,cf3727ce8143f85d01d4355c6594c3a82f3f8dc3,0,0,0,1442931952,1,0,0,0,0,0.0,0,0,False,0,0,True,0,0,39852,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
658,658,658.0,6316e4a8e89caa9c302d2292c2171514c3734ae7,0,0,0,1442961781,732,11,5,3,1,148.6,4,0,False,9,2,True,13,1,68918,95,1155.0,1250,95.0,1155.0,1250.0,255,8101,8356,350.0,8356,8706.0
659,659,659.0,d7fc61a7014ce18d1ce33619da64eb290697c463,0,0,0,1442970129,6,0,0,0,0,0.0,0,0,False,0,0,True,0,0,78682,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
660,660,660.0,c61af2e4fe6a7c2f21ba91a14e1dbd874b5c51b9,0,0,0,1442977117,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,6988,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
661,661,661.0,55e19eb179d12b38708976cabcf1cb8c3c4faebd,0,0,0,1442790384,98,11,17,7,2,6.411764705882353,1,0,False,6,1,True,170,1,1094,471,915.0,1386,470.5,915.0,1385.5,862,6030,6892,1332.5,6892,8224.5
662,662,662.0,0f457aa8bd13fc537bb258bab18a1382795ee3bb,0,0,0,1442968940,1,1,1,1,1,2.0,0,0,False,0,1,True,375,43,85211,397,,397,396.0,0.0,396.0,524,0,524,920.0,524,1444.0
663,663,663.0,d1b082bd45ce5cd7b93d9568dd362ac63d8edde8,0,0,0,1442970045,426,157,0,0,0,0.0,0,0,False,0,0,True,0,0,23583,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
664,664,664.0,5c1bc04e0479f2df407e40d952a2fb8f82f48ac7,0,0,0,1442891447,6,0,1,1,1,6.0,3,0,False,4,1,True,20,3,919,471,1114.0,1585,470.5,1114.0,1584.5,862,7625,8487,1332.5,8487,9819.5
665,665,665.0,d8eae9d44caaba5219da7e86d68ea1ebd1b00a6a,0,0,0,1442970032,1,0,0,0,0,0.0,0,0,False,0,0,True,0,0,49719,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
666,666,666.0,fffc629ff1d07f0d3157f69b39af7485d1a61ba3,0,8,0,1442600862,426,157,9,8,1,64.77777777777777,0,0,False,0,1,True,49,1,43563,151,,151,147.5,0.0,147.5,2494,0,2494,2641.5,2494,5135.5
667,667,667.0,aaeafbc8bcb006e4467f98e220835db5120d0c17,0,0,0,1442970019,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,57490,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
668,668,668.0,331507e3e615c1bc8c88489f75c9db10c6bcdc39,0,0,0,1442833913,1,0,1,1,1,1.0,0,0,False,0,1,True,2,2,17414,1,,1,1.0,0.0,1.0,1,0,1,2.0,1,3.0
669,669,669.0,e531e6cac8c1324de503c2ee1c7107e7ba271632,0,0,2,1442970006,2,1,0,0,0,0.0,0,0,False,0,0,True,0,0,65963,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
670,670,670.0,9847f8a9df1b205480bdb48c26a11ae016b4c4a3,0,0,0,1442912529,1,1,1,1,1,2.0,4,0,False,5,1,True,375,43,20429,75,1021.0,1096,54.0,1021.0,1075.0,1115,6999,8114,1169.0,8114,9283.0
671,671,671.0,ae8e9f482e6818d1eed9f167ecd51623b8cc12af,0,0,0,1442969994,68,2,0,0,0,0.0,0,0,False,0,0,True,0,0,7133,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
672,672,672.0,2154eb1a54c10759f4215987569c659642bd0c5f,0,0,0,1442558443,2,1,1,1,1,3.0,0,0,False,0,1,True,20,3,1144,5,,5,5.0,0.0,5.0,7,0,7,12.0,7,19.0
673,673,673.0,c3a8b413a7a81844f5207e5f91cf246165524218,0,0,0,1442969981,3,2,0,0,0,0.0,0,0,False,0,0,True,0,0,71358,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
674,674,674.0,5e19cdf87e30994617ccd2b3c3216670fb4789f1,0,0,0,1442444461,13,0,13,13,1,1.0,0,0,False,0,0,True,14,1,61141,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
675,675,675.0,bb30ed95178c41b7ac516fe043e7c93d5c26c1a3,0,0,6,1442969969,194,19,0,0,0,0.0,0,0,False,0,0,True,0,0,36045,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
676,676,676.0,00b3e26af8a6ebd61afeec18d582cf0f3dacd80c,0,0,0,1442466623,3,3,1,1,1,6.0,0,0,False,0,0,True,2,1,60603,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
677,677,677.0,4dea66078094e9d06fe701e880f0cdead9a7db96,0,0,0,1442962090,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,43810,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
678,678,678.0,efdb1234ec4aa056525fe7e23607afca15c78ab5,0,0,0,1440773924,194,19,5,3,2,42.6,1,0,False,1,1,True,13,3,72587,2,915.0,917,2.0,915.0,917.0,6,6030,6036,8.0,6036,6044.0
679,679,679.0,6e3a97f41ceeca413bfde736396d2fb4e15ad6b1,0,0,0,1442961734,41,44,0,0,0,0.0,0,0,False,0,0,True,0,0,18283,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
680,680,680.0,db130e2f866582b73536a683887a4743c25a31b1,0,0,0,1438857480,1,1,1,1,1,2.0,2,0,False,3,1,True,375,43,26180,17,919.0,936,16.0,919.0,935.0,29,6041,6070,45.0,6070,6115.0
681,681,681.0,c55a9ef1432935db09fe708b55f623df92518936,0,0,0,1442943931,2,0,0,0,0,0.0,0,0,False,0,0,True,0,0,3752,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
682,682,682.0,070827254d0ba17d31cf9f2886806bcc49775346,0,0,0,1442943451,1,1,1,1,1,2.0,0,0,False,0,0,True,2,2,6810,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
683,683,683.0,f6f0a0ce62edb3d81ded7b186445813b549df1e8,0,0,0,1442942955,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,32451,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
684,684,684.0,65765e2413e3ee5eb5cb07a4f64ac92990a8abd0,0,0,0,1442940179,2,0,1,1,1,2.0,0,0,False,0,1,True,6,4,8227,397,,397,396.0,0.0,396.0,524,0,524,920.0,524,1444.0
685,685,685.0,2113e77435ea577e7e51d5a4fa2452ccbbc9ae0d,0,0,0,1442936641,0,28,4,4,3,7.0,0,0,False,0,0,True,418,2,16236,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
686,686,686.0,9105193e084eb5c323954eed02047ce73c15b5c9,0,0,0,1442942931,41,8,0,0,0,0.0,0,0,False,0,0,True,0,0,21514,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
687,687,687.0,a0a20e470c9db71a72aabb974272acc79e32e70b,0,0,0,1442910504,1,1,1,1,1,2.0,0,0,False,0,1,True,375,43,18404,19,,19,19.0,0.0,19.0,19,0,19,38.0,19,57.0
688,688,688.0,e44640d96c87b9d633b1a7558ea874edfdf12165,0,0,0,1442921417,41,8,3,3,1,16.333333333333332,0,0,False,0,1,True,40,1,29317,129,,129,115.5,0.0,115.5,1140,0,1140,1255.5,1140,2395.5
689,689,689.0,09b4a7c1b15ab655df94ba8bcd27db38ef04ce26,0,0,0,1442920405,8,12,4,1,1,5.0,0,0,False,0,0,True,10,1,81196,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
690,690,690.0,c1de9f7a3bf2d8b6753eed07bf69f52e20ce9587,0,0,0,1442580009,31,2,5,4,2,6.6,0,0,False,0,0,True,42,3,70320,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
